Keyword,Volume,KD,CPC,Opportunity Score,Difficulty,Intent,Primary Category,Cities,Long-Tail,Live Market,Tier,Word Count,Content Tier,Relevant,Relevance Note,Data Source
apartments within walking distance of seaworld,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments within walking distance of universal orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
apartments within walking distance of vineland premium outlets,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
average rent southwest orlando,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
average rent vineland,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Orlando,No,Yes,T2,3,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
average rent westwood blvd,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in orlando for commuters,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in orlando for graduate students,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Orlando,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in orlando for pet owners,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Orlando,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in orlando for remote workers,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Orlando,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in orlando for travel nurses,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Orlando,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments in orlando for young professionals,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Orlando,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near international drive,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near lake buena vista,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near orange county convention center,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near seaworld,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near universal orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best apartments near vineland premium outlets,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
best time of year to rent in orlando,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Orlando,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near international drive,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near lake buena vista,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near orange county convention center,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near seaworld,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near universal orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments near vineland premium outlets,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments southwest orlando,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments vineland,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Orlando,No,Yes,T2,3,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
cheap apartments westwood blvd,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes amenities,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,No,Yes,T2,3,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes application requirements,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes availability,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,No,Yes,T2,3,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes floor plans,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes lease terms,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes move in specials,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes parking,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,No,Yes,T2,3,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes pet policy,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes photos,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,No,Yes,T2,3,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes pricing,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,No,Yes,T2,3,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes resident reviews,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes tour,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,No,Yes,T2,3,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes utilities included,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes vs paros vineland,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes vs perse,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,4,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes vs studio parc,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes vs town vineland,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
citi lakes vs vineland landings,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
commute from southwest orlando to international drive,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Orlando,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
commute from southwest orlando to lake buena vista,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Orlando,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
commute from southwest orlando to orange county convention center,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Orlando,Yes,Yes,T2,9,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
commute from southwest orlando to seaworld,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
commute from southwest orlando to universal orlando,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Orlando,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
commute from southwest orlando to vineland premium outlets,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Orlando,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
corporate housing orlando,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Orlando,No,Yes,T2,3,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
does citi lakes have a pool,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,6,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
first time renter guide orlando,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Orlando,Yes,Yes,T2,5,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
gated apartments orlando,0,0,1.51,0.0,Very Easy,Commercial,Amenity,Orlando,No,Yes,T2,3,Long Tail,Yes,Local intent,Semrush
guest parking rules apartments orlando,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
hidden fees when renting an apartment,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how far is international drive from southwest orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how far is lake buena vista from southwest orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,9,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how far is orange county convention center from southwest orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,10,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how far is seaworld from southwest orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how far is universal orlando from southwest orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how far is vineland premium outlets from southwest orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,9,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how much does it cost to break a lease,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Orlando,Yes,Yes,T2,9,Long Tail,No,No local relevance,Generated (AEO)
how much is rent at citi lakes,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,7,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
how to tour apartments in orlando,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Orlando,Yes,Yes,T2,6,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
income requirements apartment orlando,0,0,0.0,0.0,Very Easy,Commercial,Price / Budget,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is citi lakes pet friendly,0,0,0.0,0.0,Very Easy,Navigational,Branded,Orlando,Yes,Yes,T2,5,Quick Win,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is southwest orlando a good place to live,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Orlando,Yes,Yes,T2,8,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is southwest orlando safe,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Orlando,Yes,Yes,T2,4,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is vineland a good place to live,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Orlando,Yes,Yes,T2,7,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is vineland safe,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Orlando,No,Yes,T2,3,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is westwood blvd a good place to live,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Orlando,Yes,Yes,T2,8,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
is westwood blvd safe,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Orlando,Yes,Yes,T2,4,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
lease renewal negotiation tips,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Orlando,Yes,Yes,T2,4,Long Tail,No,No local relevance,Generated (AEO)
living in southwest orlando,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Orlando,Yes,Yes,T2,4,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
living in vineland,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Orlando,No,Yes,T2,3,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
living in westwood blvd,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Orlando,Yes,Yes,T2,4,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments near international drive,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments near lake buena vista,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments near orange county convention center,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments near seaworld,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments near universal orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments near vineland premium outlets,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments southwest orlando,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments vineland,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Orlando,No,Yes,T2,3,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
luxury apartments westwood blvd,0,0,0.0,0.0,Very Easy,Commercial,Luxury,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
month to month apartments orlando,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new 1 bedroom apartments orlando,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new 2 bedroom apartments orlando,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new 3 bedroom apartments orlando,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near international drive,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near lake buena vista,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near orange county convention center,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near seaworld,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near universal orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments near vineland premium outlets,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments southwest orlando,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments vineland,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Orlando,No,Yes,T2,3,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new apartments westwood blvd,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
new studio apartments orlando,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
no deposit apartments orlando,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
orlando apartments with cabanas,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
orlando apartments with lake view,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
orlando apartments with lakeside gazebo,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
orlando apartments with pet park,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
orlando apartments with spin studio,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
orlando apartments with waterfront balcony,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
orlando apartments with zero entry pool,0,0,0.0,0.0,Very Easy,Commercial,Amenity,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
orlando rent prices by neighborhood,0,0,0.0,0.0,Very Easy,Commercial,General / Other,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
paros vineland pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Paros Vineland),Orlando,No,Yes,T2,3,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
paros vineland reviews,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Paros Vineland),Orlando,No,Yes,T2,3,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
paros vineland vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Paros Vineland),Orlando,Yes,Yes,T2,5,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
perse pricing,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Perse),Orlando,No,Yes,T2,2,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
perse reviews,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Perse),Orlando,No,Yes,T2,2,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
perse vs nearby apartments,0,0,0.0,0.0,Very Easy,Navigational,Competitor (Perse),Orlando,Yes,Yes,T2,4,Gap,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near international drive,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near lake buena vista,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near orange county convention center,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,8,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near seaworld,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near universal orlando,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,6,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments near vineland premium outlets,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,7,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments southwest orlando,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments vineland,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
pet friendly apartments westwood blvd,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
questions to ask on an apartment tour,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Orlando,Yes,Yes,T2,7,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
renters insurance cost orlando,0,0,0.0,0.0,Very Easy,Informational,Renter Education,Orlando,Yes,Yes,T2,4,Informational,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
renting with pets in orlando,0,0,0.0,0.0,Very Easy,Commercial,Pet Friendly,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
second floor vs first floor apartment,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Orlando,Yes,Yes,T2,6,Long Tail,No,No local relevance,Generated (AEO)
short term furnished apartments orlando,0,0,0.0,0.0,Very Easy,Commercial,Property / Renter Type,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
southwest orlando apartments for rent,0,0,0.0,0.0,Very Easy,Commercial,City + Apartments,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
spacious 1 bedroom apartments orlando,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
spacious 2 bedroom apartments orlando,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
spacious 3 bedroom apartments orlando,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
spacious studio apartments orlando,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Orlando,Yes,Yes,T2,4,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments for rent orlando,0,0,0.0,0.0,Very Easy,Commercial,Bedroom Type,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
studio apartments near international drive,0,0,0.0,0.0,Very Easy,Transactional,Near Landmark,Orlando,Yes,Yes,T2,5,Long Tail,Yes,Intent-generated long-tail (unverified volume - AEO target),Generated (AEO)
